als;fr;de;en;cat;gen;pluriel;petit;compar;present_1_personne;present_2_personne;present_3_personne;present_pluriel;part_passe;aux;cond_pres_1_personne;cond_pres_2_personne;cond_pres_3_personne;cond_pres_pluriel
quaala;torturer;quälen;to torture;vt;;;;;quaal;quaalsch;quaalt;quaala;quaalt;hàà;dat quaala;datsch quaala;dat quaala;datta quaala
regiara;gouverner;regieren;to govern;vt;;;;;regiar;regiarsch;regiart;regiara;gregiart;hàà;dat regiara;datsch regiara;dat regiara;datta regiara
regla;régler;regeln;to manage;vt;;;;;regel;regelsch;regelt;regla;gregelt;hàà;dat regla;datsch regla;dat regla;datta regla
repàriara;réparer;reparieren;to repair;vt;;;;;repàriar;repàriarsch;repàriart;repàriara;grepàriart;hàà;dat repàriara;datsch repàriara;dat repàriara;datta repàriara
retta;sauver;retten;to save;vt;;;;;rett;rettsch;rettet;retta;gretta;hàà;dat retta;datsch retta;dat retta;datta retta
riahma;glorifier;rühmen;praise;vt;;;;;riahm;riahmsch;riahmt;riahma;griahmt;hàà;dat riahma;datsch riahma;dat riahma;datta riahma
riiwa;frotter;reiben;to rub;vt;;;;;riib;riibsch;riibt;riiwa;grìewa;hàà;dat riiwa;datsch riiwa;dat riiwa;datta riiwa
rissa;tirer;ziehen;to pull;vt;;;;;riss;risch;risst;rissa;grìssa;hàà;dat rissa;datsch rissa;dat rissa;datta rissa
rota;deviner;raten;to guess;vt;;;;;rot;rotsch;rotet;rota;grota;hàà;dat rota;datsch rota;dat rota;datta rota
ràuicha;fumer;rauchen;to smoke;vt;;;;;ràuich;ràuichsch;ràuicht;ràuicha;gràuicht;hàà;dat ràuicha;datsch ràuicha;dat ràuicha;datta ràuicha
rìschta;préparer;vorbereiten;to prepare;vt;;;;;rìscht;rìschtsch;rìschtet;rìschta;grìschta;hàà;dat rìschta;datsch rìschta;dat rìschta;datta rìschta
üsrüeiha;reposer;ausruhen;to rest;vt;;;;;rüeih üs;rüeihsch üs;rüeiht üs;rüeiha üs;üsgrüeiht;hàà;dat üsrüeiha;datsch üsrüeiha;dat üsrüeiha;datta üsrüeiha
saaia;semer;säen;to seed;vt;;;;;saai;saaisch;saait;saaia;gsaait;hàà;dat saaia;datsch saaia;dat saaia;datta saaia
sah;voir;sehen;to see;vt;;;;;sìeh;sìesch;sìeht;sahn;gsah;hàà;dat sah;datsch sah;dat sah;datta sah
vorsah;prévoir;vorsehen;to plan;vt;;;;;sìeh vor;sìehsch vor;sìeht vor;sahn vor;vorgsah;hàà;dat vorsah;datsch vorsah;dat vorsah;datta vorsah
schlacka;lécher;lecken;to lick;vt;;;;;schlack;schlacksch;schlackt;schlacka;gschlackt;hàà;dat schlacka;datsch schlacka;dat schlacka;datta schlacka
schliaßa;fermer;schließen;to close;vt;;;;;schliaß;schliasch;schliaßt;schliaßa;gschlossa;hàà;dat schliaßa;datsch schliaßa;dat schliaßa;datta schliaßa
schliffa;polir;schleifen;to sand;vt;;;;;schliff;schliffsch;schlifft;schliffa;gschlìffa;hàà;dat schliffa;datsch schliffa;dat schliffa;datta schliffa
schlucka;avaler;schlucken;to swallow;vt;;;;;schluck;schlucksch;schluckt;schlucka;gschluckt;hàà;dat schlucka;datsch schlucka;dat schlucka;datta schlucka
schlààga;battre;schlagen;to beat;vt;;;;;schlààg;schlààgsch;schlààgt;schlààga;gschlààga;hàà;dat schlààga;datsch schlààga;dat schlààga;datta schlààga
vorschlààga;proposer;vorschlagen;to propose;vt;;;;;schlààg vor;schlààgsch vor;schlààgt vor;schlààga vor;vorgschlààga;hàà;dat vorschlààga;datsch vorschlààga;dat vorschlààga;datta vorschlààga
ischlààga;enfoncer;einschlagen;to smash;vt;;;;;schlààg i;schlààgsch i;schlààgt i;schlààga i;igschlàga;hàà;dat ischlààga;datsch ischlààga;dat ischlààga;datta ischlààga
schmecka;sentir;riechen;to smell;vt;;;;;schmeck;schmecksch;schmeckt;schmecka;gschmeckt;hàà;dat schmecka;datsch schmecka;dat schmecka;datta schmecka
schniida;couper;schneiden;to cut;vt;;;;;schniid;schniidsch;schniidet;schniida;gschnìtta;hàà;dat schniida;datsch schniida;dat schniida;datta schniida
schora;tondre;scheren;to shave;vt;;;;;schor;schorsch;schort;schora;gschora;hàà;dat schora;datsch schora;dat schora;datta schora
schriiwa;écrire;schreiben;to write;vt;;;;;schribb;schribbsch;schribbt;schriiwa;gschrìewa;hàà;dat schriiwa;datsch schriiwa;dat schriiwa;datta schriiwa
schwanka;rincer;spülen;to rinse;vt;;;;;schwank;schwanksch;schwankt;schwanka;gschwankt;hàà;dat schwanka;datsch schwanka;dat schwanka;datta schwanka
schweera;jurer;schwören;to swear;vt;;;;;schweer;schweersch;schweert;schweera;gschwora;hàà;dat schweera;datsch schweera;dat schweera;datta schweera
schwàsiara;choisir;auswählen;to choose;vt;;;;;schwàsiar;schwàsiarsch;schwàsiart;schwàsiara;gschwàsiart;hàà;dat schwàsiara;datsch schwàsiara;dat schwàsiara;datta schwàsiara
schàngschiara;changer;ändern;to change;vt;;;;;schàngschiar;schàngschiarsch;schàngschiart;schàngschiara;gschàngschiart;hàà;dat schàngschiara;datsch schàngschiara;dat schàngschiara;datta schàngschiara
schätza;estimer;schätzen;to estimate;vt;;;;;schätz;schätsch;schätzt;schätza;gschätzt;hàà;dat schätza;datsch schätza;dat schätza;datta schätza
schìcka;envoyer;schicken;to send;vt;;;;;schìck;schìcksch;schìckt;schìcka;gschìckt;hàà;dat schìcka;datsch schìcka;dat schìcka;datta schìcka
schìttla;secouer;schütteln;to shake;vt;;;;;schìttel;schìttelsch;schìttelt;schìttla;gschìttelt;hàà;dat schìttla;datsch schìttla;dat schìttla;datta schìttla
schìtza;protéger;schützen;to protect;vt;;;;;schìtz;schìtsch;schìtzt;schìtza;gschìtzt;hàà;dat schìtza;datsch schìtza;dat schìtza;datta schìtza
spanda;faire un don;spenden;to donate;vt;;;;;spand;spandsch;spandet;spanda;gspanda;hàà;dat spanda;datsch spanda;dat spanda;datta spanda
spretza;arroser;gießen;pour;vt;;;;;spretz;spretsch;spretzt;spretza;gspretzt;hàà;dat spretza;datsch spretza;dat spretza;datta spretza
spàra;économiser;sparen;to economise;vt;;;;;spàr;spàrsch;spàrt;spàra;gspàrt;hàà;dat spàra;datsch spàra;dat spàra;datta spàra
spèia;cracher;speien;to spit;vt;;;;;spèi;spèisch;spèit;spèia;gspoia;hàà;dat spèia;datsch spèia;dat spèia;datta spèia
spìela;jouer;spielen;to play;vt;;;;;spìel;spìelsch;spìelt;spìela;gspìelt;hàà;dat spìela;datsch spìela;dat spìela;datta spìela
spìnna;filer;spinnen;to spin;vt;;;;;spìnn;spìnnsch;spìnnt;spìnna;spunna;hàà;dat spìnna;datsch spìnna;dat spìnna;datta spìnna
stacha;piquer;stechen;to sting;vt;;;;;stìch;stìchsch;stìcht;stacha;gstocha;hàà;dat stacha;datsch stacha;dat stacha;datta stacha
stahla;voler;stehlen;to steal;vt;;;;;stahl;stahlsch;stahlt;stahla;gstohla;hàà;dat stahla;datsch stahla;dat stahla;datta stahla
àbstaiwa;épousseter;abstauben;to dust;vt;;;;;staib àb;staibsch àb;staibt àb;staiwa àb;àbgstaibt;hàà;dat àbstaiwa;datsch àbstaiwa;dat àbstaiwa;datta àbstaiwa
stampfla;tamponner;stempeln;to stamp;vt;;;;;stampfel;stampfelsch;stampfelt;stampfla;gstampfelt;hàà;dat stampfla;datsch stampfla;dat stampfla;datta stampfla
stappa;coudre à la machine;steppen;to stitch;vt;;;;;stapp;stappsch;stappt;stappa;gstappt;hàà;dat stappa;datsch stappa;dat stappa;datta stappa
steera;déranger;stören;to disturb;vt;;;;;steer;steersch;steert;steera;gsteert;hàà;dat steera;datsch steera;dat steera;datta steera
stella;poser;stellen;to put;vt;;;;;stell;stellsch;stellt;stella;gstellt;hàà;dat stella;datsch stella;dat stella;datta stella
vorstella;présenter;vorstellen;to introduice;vt;;;;;stell vor;stellsch vor;stellt vor;stella vor;vorgstellt;hàà;dat vorstella;datsch vorstella;dat vorstella;datta vorstella
strahla;peigner;kämmen;to comb;vt;;;;;strahl;strahlsch;strahlt;strahla;gstrahlt;hàà;dat strahla;datsch strahla;dat strahla;datta strahla
striicha;peindre;streichen;to paint;vt;;;;;striich;striichsch;striicht;striicha;gstrìcha;hàà;dat striicha;datsch striicha;dat striicha;datta striicha
striicha;caresser;streicheln;to pet;vt;;;;;striich;striichsch;striicht;striicha;gstrìcha;hàà;dat striicha;datsch striicha;dat striicha;datta striicha
strìcka;tricoter;stricken;to knit;vt;;;;;strìck;strìcksch;strìckt;strìcka;gstrìckt;hàà;dat strìcka;datsch strìcka;dat strìcka;datta strìcka
studiara;étudier;studieren;to study;vt;;;;;studiar;studiarsch;studiart;studiara;gstudiart;hàà;dat studiara;datsch studiara;dat studiara;datta studiara
stìcka;broder;sticken;to embroider;vt;;;;;stìck;stìcksch;stìckt;stìcka;gstìckt;hàà;dat stìcka;datsch stìcka;dat stìcka;datta stìcka
sàga;dire;sagen;to say;vt;;;;;sàgg;sajsch;sajt;sàga;gsajt;hàà;dat sàga;datsch sàga;dat sàga;datta sàga
sàlza;saler;salzen;to salt;vt;;;;;sàlz;sàlzsch;sàlzt;sàlza;gsàlza;hàà;dat sàlza;datsch sàlza;dat sàlza;datta sàlza
sàmmla;recueillir;sammeln;to collect;vt;;;;;sàmmel;sàmmelsch;sàmmelt;sàmmla;gsàmmelt;hàà;dat sàmmla;datsch sàmmla;dat sàmmla;datta sàmmla
sìnga;chanter;singen;to sing;vt;;;;;sìng;sìngsch;sìngt;sìnga;gsunga;hàà;dat sìnga;datsch sìnga;dat sìnga;datta sìnga
süecha;chercher;suchen;to search;vt;;;;;süech;süechsch;süecht;süecha;gsüecht;hàà;dat süecha;datsch süecha;dat süecha;datta süecha
süffa;picoler;saufen;to drink;vt;;;;;süff;süffsch;süfft;süffa;gsoffa;hàà;dat süffa;datsch süffa;dat süffa;datta süffa
teila;partager;teilen;to split;vt;;;;;teil;teilsch;teilt;teila;teilt;hàà;dat teila;datsch teila;dat teila;datta teila
teila;diviser;teilen;to divide;vt;;;;;teil;teilsch;teilt;teila;teilt;hàà;dat teila;datsch teila;dat teila;datta teila
ààtraffa;rencontrer;antreffen;to meet;vt;;;;;trìff àà;trìffsch àà;trìfft àà;traffa àà;ààtroffa;hàà;dat ààtraffa;datsch ààtraffa;dat ààtraffa;datta ààtraffa
tranna;séparer;trennen;to separate;vt;;;;;trann;trannsch;trannt;tranna;trannt;hàà;dat tranna;datsch tranna;dat tranna;datta tranna
triawa;pratiquer;treiben;to do;vt;;;;;triab;triabsch;triabt;triawa;gtriabt;hàà;dat triawa;datsch triawa;dat triawa;datta triawa
tràga;porter;tragen;to carry;vt;;;;;tràg;trajsch;trajt;tràga;trajt;hàà;dat tràga;datsch tràga;dat tràga;datta tràga
trìnka;boire;trinken;to drink;vt;;;;;trìnk;trìnksch;trìnkt;trìnka;trunka;hàà;dat trìnka;datsch trìnka;dat trìnka;datta trìnka
tüscha;échanger;tauschen;to exchange;vt;;;;;tüsch;tüsch;tüscht;tüscha;tüscht;hàà;dat tüscha;datsch tüscha;dat tüscha;datta tüscha
unterdrucka;réprimer;unterdrücken;to oppress;vt;;;;;unterdruck;unterdrucksch;unterdruckt;unterdrucka;unterdruckt;hàà;dat unterdrucka;datsch unterdrucka;dat unterdrucka;datta unterdrucka
unterhàlta;entretenir;unterhalten;to entertain;vt;;;;;unterhàlt;unterhàltsch;unterhàltet;unterhàlta;unterhàlta;hàà;dat unterhàlta;datsch unterhàlta;dat unterhàlta;datta unterhàlta
unterrìchta;enseigner;unterrichten;to reach;vt;;;;;unterrìcht;unterrìchtsch;unterrìchtet;unterrìchta;unterrìchta;hàà;dat unterrìchta;datsch unterrìchta;dat unterrìchta;datta unterrìchta
unterscheida;distinguer;unterscheiden;to distinguish;vt;;;;;unterscheid;unterscheidsch;unterscheidet;unterscheida;unterschìeda;hàà;dat unterscheida;datsch unterscheida;dat unterscheida;datta unterscheida
unterstìtza;soutenir;unterstützen;to support;vt;;;;;unterstìtz;unterstìtsch;unterstìtzt;unterstìtza;unterstìtzt;hàà;dat unterstìtza;datsch unterstìtza;dat unterstìtza;datta unterstìtza
urteila;juger;urteilen;to judge;vt;;;;;urteil;urteilsch;urteilt;urteila;urteilt;hàà;dat urteila;datsch urteila;dat urteila;datta urteila
verbessera;améliorer;verbessern;to improve;vt;;;;;verbesser;verbessersch;verbessert;verbessera;verbessert;hàà;dat verbessera;datsch verbessera;dat verbessera;datta verbessera
verbiata;interdire;verbieten;to forbid;vt;;;;;verbiat;verbiatsch;verbiatet;verbiata;verbotta;hàà;dat verbiata;datsch verbiata;dat verbiata;datta verbiata
verblanda;aveugler;verblenden;to blind;vt;;;;;verbland;verblandsch;verblandet;verblanda;verblanda;hàà;dat verblanda;datsch verblanda;dat verblanda;datta verblanda
verbàuia;construire à outrance;verbauen;;vt;;;;;verbàui;verbàuisch;verbàuit;verbàuia;verbàuia;hàà;dat verbàuia;datsch verbàuia;dat verbàuia;datta verbàuia
verbìnda;connecter;verbinden;to connect;vt;;;;;verbìnd;verbìndsch;verbìndet;verbìnda;verbunda;hàà;dat verbìnda;datsch verbìnda;dat verbìnda;datta verbìnda
verderwa;gâcher;verderben;to spoil;vt;;;;;verderb;verderbsch;verderbt;verderwa;verderbt;hàà;dat verderwa;datsch verderwa;dat verderwa;datta verderwa
verdiana;gagner;verdienen;to earn;vt;;;;;verdian;verdiansch;verdiant;verdiana;verdiant;hàà;dat verdiana;datsch verdiana;dat verdiana;datta verdiana
verdàuia;digérer;verdauen;to digest;vt;;;;;verdàui;verdàuisch;verdàuit;verdàuia;verdàuit;hàà;dat verdàuia;datsch verdàuia;dat verdàuia;datta verdàuia
vereiniga;unir;vereinigen;to unite;vt;;;;;vereinig;vereinigsch;vereinigt;vereiniga;vereinigt;hàà;dat vereiniga;datsch vereiniga;dat vereiniga;datta vereiniga
verfahla;échouer;verfehlen;to miss;vt;;;;;verfahl;verfahlsch;verfahlt;verfahla;verfahlt;hàà;dat verfahla;datsch verfahla;dat verfahla;datta verfahla
vergassa;oublier;vergessen;to forget;vt;;;;;vergìss;vergìsch;vergìsst;vergassa;vergassa;hàà;dat vergassa;datsch vergassa;dat vergassa;datta vergassa
vergliicha;comparer;vergleichen;to compare;vt;;;;;vergliich;vergliichsch;vergliicht;vergliicha;verglìcha;hàà;dat vergliicha;datsch vergliicha;dat vergliicha;datta vergliicha
vergràwa;enterrer;vergraben;to bury;vt;;;;;vergrààb;vergrààbsch;vergrààbt;vergràwa;vergràwa;hàà;dat vergràwa;datsch vergràwa;dat vergràwa;datta vergràwa
vergàuigla;gaspiller;vergeuden;to waste;vt;;;;;vergàuigel;vergàuigelsch;vergàuigelt;vergàuigla;vergàuigelt;hàà;dat vergàuigla;datsch vergàuigla;dat vergàuigla;datta vergàuigla
verkniama;froisser;verknittern;to warp;vt;;;;;verkniam;verkniamsch;verkniamt;verkniama;verkniamt;hàà;dat verkniama;datsch verkniama;dat verkniama;datta verkniama
verkàuifa;vendre;verkaufen;to sell;vt;;;;;verkàuif;verkàuifsch;verkàuift;verkàuifa;verkàuift;hàà;dat verkàuifa;datsch verkàuifa;dat verkàuifa;datta verkàuifa
verletza;blesser;verletzen;to wound;vt;;;;;verletz;verletsch;verletzt;verletza;verletzt;hàà;dat verletza;datsch verletza;dat verletza;datta verletza
verliara;perdre;verlieren;to lose;vt;;;;;verliar;verliarsch;verliart;verliara;verlora;hàà;dat verliara;datsch verliara;dat verliara;datta verliara
verloh;quitter;verlassen;to leave;vt;;;;;verloss;verlosch;verlosst;verlehn;verloh;hàà;dat verloh;datsch verloh;dat verloh;datta verloh
verlànga;exiger;verlangen;demand;vt;;;;;verlàng;verlàngsch;verlàngt;verlànga;verlàngt;hàà;dat verlànga;datsch verlànga;dat verlànga;datta verlànga
vermeida;éviter;vermeiden;to avoid;vt;;;;;vermeid;vermeidsch;vermeidet;vermeida;vermeida;hàà;dat vermeida;datsch vermeida;dat vermeida;datta vermeida
vermàcha;léguer;vermachen;to bequeath;vt;;;;;vermàch;vermàchsch;vermàcht;vermàcha;vermàcht;hàà;dat vermàcha;datsch vermàcha;dat vermàcha;datta vermàcha
verrissa;déchirer;zerreißen;to tear up;vt;;;;;verriss;verrisch;verrisst;verrissa;verrìssa;hàà;dat verrissa;datsch verrissa;dat verrissa;datta verrissa
verrota;trahir;verraten;to betray;vt;;;;;verrot;verrootsch;verrotet;verrota;verrota;hàà;dat verrota;datsch verrota;dat verrota;datta verrota
verschmutza;embrasser;küssen;to kiss;vt;;;;;verschmutz;verschmutsch;verschmutzt;verschmutza;verschmutzt;hàà;dat verschmutza;datsch verschmutza;dat verschmutza;datta verschmutza
verschmutza;polluer;verschmutzen;to pollute;vt;;;;;verschmutz;verschmutsch;verschmutzt;verschmutza;verschmutzt;hàà;dat verschmutza;datsch verschmutza;dat verschmutza;datta verschmutza
verschracka;effayer;verschrecken;to get scared;vt;;;;;verschrìck;verschrìcksch;verschrìckt;verschracka;verschrocka;hàà;dat verschracka;datsch verschracka;dat verschracka;datta verschracka
verschriiwa;prescrire;verschreiben;to prescribe;vt;;;;;verschribb;verschribbsch;verschribbt;verschriiwa;verschrìewa;hàà;dat verschriiwa;datsch verschriiwa;dat verschriiwa;datta verschriiwa
versorga;fournir;versorgen;to supply;vt;;;;;versorg;versorgsch;versorgt;versorga;versorgt;hàà;dat versorga;datsch versorga;dat versorga;datta versorga
verspracha;promettre;versprechen;to promise;vt;;;;;versprìch;versprìchsch;versprìcht;verspracha;versprocha;hàà;dat verspracha;datsch verspracha;dat verspracha;datta verspracha
verstecka;cacher;verstecken;to hide;vt;;;;;versteck;verstecksch;versteckt;verstecka;versteckt;hàà;dat verstecka;datsch verstecka;dat verstecka;datta verstecka
versteh;comprendre;verstehen;to understand;vt;;;;;verstànd;verstehsch;versteht;verstehn;verstànda;hàà;dat versteh;datsch versteh;dat versteh;datta versteh
versìchera;assurer;versichern;to insure;vt;;;;;versìcher;versìchersch;versìchert;versìchera;versìchert;hàà;dat versìchera;datsch versìchera;dat versìchera;datta versìchera
versüecha;goûter;versuchen;to taste;vt;;;;;versüech;versüechsch;versüecht;versüecha;versüecht;hàà;dat versüecha;datsch versüecha;dat versüecha;datta versüecha
verteidiga;défendre;verteidigen;to defend;vt;;;;;verteidig;verteidigsch;verteidigt;verteidiga;verteidigt;hàà;dat verteidiga;datsch verteidiga;dat verteidiga;datta verteidiga
verteila;distribuer;verteilen;to distribute;vt;;;;;verteil;verteilsch;verteilt;verteila;verteilt;hàà;dat verteila;datsch verteila;dat verteila;datta verteila
verurteila;condamner;verurteilen;to condemn;vt;;;;;verurteil;verurteilsch;verurteilt;verurteila;verurteilt;hàà;dat verurteila;datsch verurteila;dat verurteila;datta verurteila
verwachsla;confondre;verwechseln;to confuse;vt;;;;;verwachsel;verwachselsch;verwachselt;verwachsla;verwachselt;hàà;dat verwachsla;datsch verwachsla;dat verwachsla;datta verwachsla
verwecka;réveiller;erwecken;to awaken;vt;;;;;verweck;verwecksch;verweckt;verwecka;verweckt;hàà;dat verwecka;datsch verwecka;dat verwecka;datta verwecka
verzeehla;raconter;erzählen;narrate;vt;;;;;verzeehl;verzeehlsch;verzeehlt;verzeehla;verzeehlt;hàà;dat verzeehla;datsch verzeehla;dat verzeehla;datta verzeehla
veräffentliga;publier;veröffentlichen;to publish;vt;;;;;veräffentlig;veräffentligsch;veräffentligt;veräffentliga;veräffentligt;hàà;dat veräffentliga;datsch veräffentliga;dat veräffentliga;datta veräffentliga
waga;peser;wiegen;to weigh;vt;;;;;wìeg;wìegsch;wìegt;waga;gwoga;hàà;dat waga;datsch waga;dat waga;datta waga
wara;devenir;werden;to become;vt;;;;;wìrr;wìrsch;wìrd;wara;worra;sìì;dat wara;datsch wara;dat wara;datta wara
warfa;jeter;werfen;to throw;vt;;;;;warf;warfsch;warft;warfa;gworfa;hàà;dat warfa;datsch warfa;dat warfa;datta warfa
wascha;laver;waschen;to wasch;vt;;;;;wasch;wasch;wascht;wascha;gwascht;hàà;dat wascha;datsch wascha;dat wascha;datta wascha
wàrna;avertir;warnen;to warn;vt;;;;;wàrn;wàrnsch;wàrnt;wàrna;gwàrnt;hàà;dat wàrna;datsch wàrna;dat wàrna;datta wàrna
wähla;voter;wählen;to vote;vt;;;;;wähl;wählsch;wählt;wähla;gwählt;hàà;dat wähla;datsch wähla;dat wähla;datta wähla
wälla;vouloir;wollen;to want;vt;;;;;wìll;wìtt;wìll;wann;wälla;hàà;wott;wottsch;wott;wottta
iwèiha;inaugurer;einweihen;inaugurate;vt;;;;;wèih i;wèihsch i;wèiht i;wèiha i;igwèiht;hàà;dat iwèiha;datsch iwèiha;dat iwèiha;datta iwèiha
wìnscha;souhaiter;wünschen;to wish;vt;;;;;wìnsch;wìnsch;wìnscht;wìnscha;gwunscha;hàà;dat wìnscha;datsch wìnscha;dat wìnscha;datta wìnscha
wìssa;savoir;wissen;to know;vt;;;;;weiß;weisch;weißt;wìssa;gwìsst;hàà;wusst;wusstsch;wusst;wusstta
zehla;compter;zählen;to count;vt;;;;;zehl;zehlsch;zehlt;zehla;zehlt;hàà;dat zehla;datsch zehla;dat zehla;datta zehla
zeiga;montrer;zeiger;to show;vt;;;;;zeig;zeigsch;zeigt;zeiga;zeigt;hàà;dat zeiga;datsch zeiga;dat zeiga;datta zeiga
zersteera;détruire;zerstören;to destroy;vt;;;;;zersteer;zersteersch;zersteert;zersteera;zersteert;hàà;dat zersteera;datsch zersteera;dat zersteera;datta zersteera
ziaga;tirer;ziehen;to pull;vt;;;;;ziag;ziagsch;ziagt;ziaga;zoga;hàà;dat ziaga;datsch ziaga;dat ziaga;datta ziaga
zulla;sucer;saugen;to suck;vt;;;;;zull;zullsch;zullt;zulla;zullt;hàà;dat zulla;datsch zulla;dat zulla;datta zulla
zwìnga;obliger;zwingen;to force;vt;;;;;zwìng;zwìngsch;zwìngt;zwìnga;zwunga;hàà;dat zwìnga;datsch zwìnga;dat zwìnga;datta zwìnga
zàhla;payer;zahlen;to pay;vt;;;;;zàhl;zàhlsch;zàhlt;zàhla;zàhlt;hàà;dat zàhla;datsch zàhla;dat zàhla;datta zàhla
àmbetiara;embêter;embetieren;to annoy;vt;;;;;àmbetiar;àmbetiarsch;àmbetiart;àmbetiara;àmbetiart;hàà;dat àmbetiara;datsch àmbetiara;dat àmbetiara;datta àmbetiara
äffna;ouvrir;öffnen;to open;vt;;;;;äffen;äffensch;äffent;äffna;gäffnet;hàà;dat äffna;datsch äffna;dat äffna;datta äffna
ìmpfa;vacciner;impfen;to vaccinate;vt;;;;;ìmpf;ìmpfsch;ìmpft;ìmpfa;gìmpft;hàà;dat ìmpfa;datsch ìmpfa;dat ìmpfa;datta ìmpfa
ìnveschtiara;investir;investieren;to invest;vt;;;;;ìnveschtiar;ìnveschtiarsch;ìnveschtiart;ìnveschtiara;ìnveschtiart;hàà;dat ìnveschtiara;datsch ìnveschtiara;dat ìnveschtiara;datta ìnveschtiara
ìwerhola;dépasser;überholen;to overtake;vt;;;;;ìwerhol;ìwerholsch;ìwerholt;ìwerhola;ìwerholt;hàà;dat ìwerhola;datsch ìwerhola;dat ìwerhola;datta ìwerhola
ìwernamma;prendre le relais;übernehmen;to take over;vt;;;;;ìwernìmm;ìwernìmmsch;ìwernìmmt;ìwernamma;ìwernumma;hàà;dat ìwernamma;datsch ìwernamma;dat ìwernamma;datta ìwernamma
ìwerziiga;convaincre;überzeugen;to convince;vt;;;;;ìwerziig;ìwerziigsch;ìwerziigt;ìwerziiga;ìwerziigt;hàà;dat ìwerziiga;datsch ìwerziiga;dat ìwerziiga;datta ìwerziiga
dunnera;tonner;donnern;to thunder;vu;;;;;;;dunnert;;dunnert;hàà;;;;
